"McLaughlin Training (Demo)",d538307a-12d9-48c5-8da5-74a6f48e9f9f
"mclaughlin.cloud (O365)",da29e18b-8d0c-4380-9c36-21a6a91c2667
"McLaughlin42",e7eab3ec-d97e-43e5-9ae2-9d9c760561a0
